ID,date,from,day_recorded,month_recorded,dnoregion,regionid,intensity_forecast,intensity_index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
832,2024-01-01,22:30,Monday,January,NPG Yorkshire,5,66,low,18.5,0.0,0.0,11.1,13.2,0,0.6,0.0,56.7
833,2024-01-01,22:30,Monday,January,SP Manweb,6,22,very low,0.3,0.0,0.0,5.5,13.7,0,2.1,0.0,78.4
834,2024-01-01,22:30,Monday,January,WPD South Wales,7,78,low,0.2,0.0,0.0,19.6,3.7,0,0.2,0.0,76.2
835,2024-01-01,22:30,Monday,January,WPD West Midlands,8,17,very low,1.0,0.2,0.0,3.3,23.6,0,1.6,0.0,70.2
836,2024-01-01,22:30,Monday,January,WPD East Midlands,9,93,low,12.1,4.2,0.0,9.9,8.5,0,0.4,0.0,64.9
837,2024-01-01,22:30,Monday,January,UKPN East,10,24,very low,1.2,0.5,0.0,4.5,21.6,0,0.0,0.0,72.2
838,2024-01-01,22:30,Monday,January,WPD South West,11,191,high,2.0,0.7,0.0,46.1,4.8,0,0.3,0.0,46.1
839,2024-01-01,22:30,Monday,January,SSE South,12,83,low,5.9,2.1,0.0,14.3,14.3,0,0.9,0.0,62.5
840,2024-01-01,22:30,Monday,January,UKPN London,13,40,low,1.2,0.5,0.0,8.6,17.6,0,0.5,0.0,71.6
841,2024-01-01,22:30,Monday,January,UKPN South East,14,79,low,0.4,0.2,0.0,19.5,7.6,0,1.7,0.0,70.6
842,2024-01-01,22:30,Monday,January,England,15,55,low,4.5,0.9,2.5,10.3,17.9,0,1.0,0.0,62.9
843,2024-01-01,22:30,Monday,January,Scotland,16,5,very low,0.5,0.0,0.0,1.2,13.2,0,5.4,0.0,79.8
844,2024-01-01,22:30,Monday,January,Wales,17,23,very low,0.2,0.0,0.0,5.8,5.6,0,2.7,0.0,85.7
845,2024-01-01,22:30,Monday,January,GB,18,48,low,3.8,0.8,2.1,9.0,16.7,0,1.6,0.0,66.0
846,2024-01-01,23:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,13.1,0.0,86.9
847,2024-01-01,23:00,Monday,January,SP Distribution,2,5,very low,0.6,0.0,0.0,1.2,14.9,0,3.7,0.0,79.6
848,2024-01-01,23:00,Monday,January,Electricity North West,3,4,very low,0.5,0.0,0.0,1.0,34.4,0,1.2,0.0,62.9
849,2024-01-01,23:00,Monday,January,NPG North East,4,8,very low,4.7,0.0,0.0,0.6,44.7,0,1.9,0.0,48.2
850,2024-01-01,23:00,Monday,January,NPG Yorkshire,5,67,low,18.6,0.0,0.0,11.4,13.1,0,0.5,0.0,56.4
851,2024-01-01,23:00,Monday,January,SP Manweb,6,22,very low,0.3,0.0,0.0,5.6,13.4,0,2.2,0.0,78.5
852,2024-01-01,23:00,Monday,January,WPD South Wales,7,82,low,0.2,0.0,0.0,20.6,3.9,0,0.3,0.0,75.0
853,2024-01-01,23:00,Monday,January,WPD West Midlands,8,18,very low,1.1,0.3,0.0,3.5,23.5,0,1.6,0.0,70.0
854,2024-01-01,23:00,Monday,January,WPD East Midlands,9,100,low,12.4,4.8,0.0,10.1,8.7,0,0.3,0.0,63.8
855,2024-01-01,23:00,Monday,January,UKPN East,10,22,very low,1.6,0.6,0.0,3.7,21.6,0,0.0,0.0,72.5
856,2024-01-01,23:00,Monday,January,WPD South West,11,207,high,1.9,0.7,0.0,50.4,4.5,0,0.3,0.0,42.2
857,2024-01-01,23:00,Monday,January,SSE South,12,89,low,6.1,2.3,0.0,15.3,14.1,0,0.9,0.0,61.3
858,2024-01-01,23:00,Monday,January,UKPN London,13,44,low,1.6,0.6,0.0,9.3,17.5,0,0.6,0.0,70.4
859,2024-01-01,23:00,Monday,January,UKPN South East,14,93,low,0.6,0.2,0.0,22.9,7.5,0,1.8,0.0,67.1
860,2024-01-01,23:00,Monday,January,England,15,58,low,4.5,1.0,3.9,10.8,17.7,0,1.0,0.0,61.1
861,2024-01-01,23:00,Monday,January,Scotland,16,5,very low,0.5,0.0,0.0,1.2,12.7,0,4.9,0.0,80.7
862,2024-01-01,23:00,Monday,January,Wales,17,28,very low,0.2,0.0,0.0,7.0,5.5,0,2.8,0.0,84.5
863,2024-01-01,23:00,Monday,January,GB,18,51,low,3.8,0.8,3.2,9.5,16.5,0,1.5,0.0,64.7
864,2024-01-01,23:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,10.6,0.0,89.4
865,2024-01-01,23:30,Monday,January,SP Distribution,2,5,very low,0.6,0.0,0.0,1.2,13.7,0,3.1,0.0,81.4
866,2024-01-01,23:30,Monday,January,Electricity North West,3,4,very low,0.7,0.0,0.0,0.7,34.7,0,1.1,0.0,62.8
867,2024-01-01,23:30,Monday,January,NPG North East,4,10,very low,6.5,0.0,0.0,0.6,42.5,0,1.5,0.0,48.9
868,2024-01-01,23:30,Monday,January,NPG Yorkshire,5,64,low,16.8,0.0,0.0,11.1,13.1,0,0.5,0.0,58.6
869,2024-01-01,23:30,Monday,January,SP Manweb,6,17,very low,0.4,0.0,0.0,4.2,13.3,0,2.6,0.0,79.5
870,2024-01-01,23:30,Monday,January,WPD South Wales,7,77,low,0.2,0.0,0.0,19.5,4.2,0,0.3,0.0,75.7
871,2024-01-01,23:30,Monday,January,WPD West Midlands,8,13,very low,1.2,0.0,0.0,2.9,23.9,0,1.7,0.0,70.2
872,2024-01-01,23:30,Monday,January,WPD East Midlands,9,62,low,11.4,0.3,0.0,11.6,9.2,0,0.3,0.0,67.2
873,2024-01-01,23:30,Monday,January,UKPN East,10,23,very low,1.2,0.0,0.0,5.3,22.7,0,0.0,0.0,70.8
874,2024-01-01,23:30,Monday,January,WPD South West,11,224,high,1.5,0.0,0.1,56.2,4.9,0,0.3,0.0,36.9
875,2024-01-01,23:30,Monday,January,SSE South,12,68,low,5.6,0.2,0.3,15.1,14.3,0,1.0,0.0,63.5
876,2024-01-01,23:30,Monday,January,UKPN London,13,35,low,1.2,0.0,1.4,8.4,18.2,0,0.6,0.0,70.2
877,2024-01-01,23:30,Monday,January,UKPN South East,14,65,low,0.4,0.0,5.5,15.9,8.1,0,2.3,0.0,67.8
878,2024-01-01,23:30,Monday,January,England,15,57,low,4.4,0.9,2.0,10.9,18.1,0,1.0,0.0,62.8
879,2024-01-01,23:30,Monday,January,Scotland,16,5,very low,0.5,0.0,0.0,1.1,13.3,0,2.5,0.0,82.5
880,2024-01-01,23:30,Monday,January,Wales,17,24,very low,0.2,0.0,0.0,6.0,5.6,0,7.0,0.0,81.3
881,2024-01-01,23:30,Monday,January,GB,18,46,low,3.7,0.8,1.6,9.4,16.7,0,1.5,0.0,66.3
